index,resale_price
14173,4.03E+05
14174,1.83E+05
14175,2.03E+05
14176,9.58E+04
14177,4.07E+05
14178,8.77E+04
14179,9.31E+04
14180,3.37E+05
14181,2.14E+05
14182,9.64E+05
14183,5.80E+05
14184,7.86E+05
14185,4.02E+05
14186,1.75E+05
14187,4.66E+05
14188,5.44E+05
14189,3.11E+05
14190,3.58E+05
14191,1.73E+05
14192,2.39E+05
14193,3.43E+05
14194,2.71E+05
14195,1.18E+05
14196,3.72E+05
14197,2.55E+05
14198,4.42E+04
14199,2.34E+05
14200,3.45E+05
14201,4.21E+05
14202,1.83E+05
14203,2.35E+05
14204,3.60E+05
14205,1.63E+05
14206,3.32E+05
14207,4.86E+04
14208,3.76E+05
14209,1.48E+05
14210,2.75E+05
14211,3.42E+05
14212,2.40E+05
14213,5.35E+05
14214,5.82E+05
14215,3.64E+05
14216,2.90E+05
14217,4.43E+05
14218,2.57E+05
14219,1.02E+05
14220,1.05E+05
14221,5.73E+05
14222,3.03E+05
14223,2.93E+05
14224,5.09E+05
14225,1.84E+05
14226,3.89E+05
14227,2.39E+05
14228,2.57E+05
14229,5.03E+05
14230,1.16E+05
14231,5.36E+05
14232,1.79E+05
14233,4.17E+05
14234,2.81E+05
14235,2.77E+05
14236,2.61E+05
14237,2.08E+05
14238,2.90E+05
14239,1.53E+05
14240,2.45E+05
14241,2.04E+05
14242,4.89E+05
14243,2.67E+05
14244,3.96E+05
14245,3.58E+05
14246,3.88E+05
14247,3.20E+05
14248,8.27E+04
14249,3.60E+05
14250,3.87E+05
14251,3.26E+05
14252,3.90E+05
14253,4.41E+05
14254,3.93E+05
14255,2.59E+05
14256,1.27E+05
14257,1.32E+05
14258,3.10E+05
14259,1.95E+05
14260,1.77E+05
14261,4.54E+05
14262,3.59E+05
14263,2.36E+05
14264,2.90E+05
14265,4.83E+05
14266,4.11E+05
14267,2.43E+05
14268,1.29E+05
14269,5.54E+05
14270,3.02E+05
14271,3.16E+05
14272,2.53E+05
14273,2.68E+05
14274,2.22E+05
14275,5.04E+05
14276,1.04E+05
14277,4.98E+05
14278,5.21E+05
14279,2.81E+05
14280,2.78E+05
14281,2.48E+05
14282,2.17E+05
14283,2.48E+05
14284,2.40E+05
14285,2.93E+05
14286,3.69E+05
14287,4.17E+05
14288,5.19E+05
14289,2.78E+05
14290,1.26E+05
14291,1.68E+05
14292,2.73E+05
14293,1.82E+05
14294,3.39E+05
14295,2.28E+05
14296,3.77E+05
14297,1.37E+05
14298,1.99E+05
14299,1.03E+05
14300,2.49E+05
14301,1.38E+05
14302,3.50E+05
14303,1.05E+05
14304,3.94E+05
14305,2.71E+05
14306,2.94E+05
14307,2.24E+05
14308,1.06E+05
14309,-9.46E+03
14310,2.12E+05
14311,3.17E+05
14312,4.09E+05
14313,2.31E+05
14314,2.21E+05
14315,3.71E+05
14316,2.90E+05
14317,1.72E+05
14318,6.08E+05
14319,1.16E+05
14320,1.26E+05
14321,3.77E+05
14322,2.88E+05
14323,3.02E+05
14324,4.14E+05
14325,4.96E+05
14326,2.88E+05
14327,2.91E+05
14328,1.91E+05
14329,1.78E+05
14330,4.03E+05
14331,9.62E+04
14332,4.07E+05
14333,4.88E+05
14334,2.33E+05
14335,6.83E+03
14336,1.56E+05
14337,3.53E+05
14338,2.67E+05
14339,2.34E+05
14340,1.52E+05
14341,3.70E+05
14342,2.82E+05
14343,3.55E+05
14344,3.78E+05
14345,2.13E+05
14346,3.40E+05
14347,2.29E+05
14348,9.64E+04
14349,4.85E+05
14350,1.88E+05
14351,3.84E+05
14352,3.73E+05
14353,1.92E+05
14354,8.97E+04
14355,4.14E+05
14356,2.10E+05
14357,2.45E+05
14358,2.41E+05
14359,1.81E+05
14360,3.94E+05
14361,4.19E+05
14362,4.03E+05
14363,2.64E+05
14364,8.37E+04
14365,2.72E+05
14366,1.88E+05
14367,4.68E+05
14368,2.88E+05
14369,2.61E+05
14370,4.49E+05
14371,3.03E+05
14372,2.17E+05
14373,1.05E+05
14374,1.58E+05
14375,3.72E+05
14376,1.50E+05
14377,3.75E+05
14378,2.88E+05
14379,3.43E+05
14380,1.07E+05
14381,2.44E+05
14382,8.80E+04
14383,1.18E+05
14384,3.28E+05
14385,4.62E+05
14386,3.72E+05
14387,3.11E+05
14388,2.03E+05
14389,3.18E+05
14390,3.06E+05
14391,3.85E+05
14392,2.09E+05
14393,2.20E+05
14394,2.44E+05
14395,1.79E+05
14396,3.60E+05
14397,3.47E+05
14398,2.30E+05
14399,1.29E+05
14400,3.12E+05
14401,3.52E+05
14402,3.74E+05
14403,1.12E+05
14404,9.25E+04
14405,2.53E+05
14406,3.11E+05
14407,2.97E+05
14408,4.49E+05
14409,1.94E+05
14410,2.55E+05
14411,3.93E+05
14412,2.39E+05
14413,3.41E+05
14414,4.01E+05
14415,2.61E+05
14416,5.95E+04
14417,3.71E+05
14418,2.47E+05
14419,4.35E+05
14420,3.48E+05
14421,2.90E+05
14422,3.79E+05
14423,1.18E+05
14424,2.51E+05
14425,3.43E+05
14426,4.34E+05
14427,2.84E+05
14428,4.22E+05
14429,3.05E+05
14430,1.74E+03
14431,3.13E+05
14432,4.04E+05
14433,3.51E+05
14434,4.40E+05
14435,1.28E+05
14436,4.05E+05
14437,2.23E+05
14438,2.59E+05
14439,3.07E+05
14440,2.47E+05
14441,1.44E+05
14442,6.27E+04
14443,3.35E+05
14444,3.25E+05
14445,2.27E+05
14446,1.14E+05
14447,4.36E+04
14448,3.94E+05
14449,2.40E+05
14450,1.80E+05
14451,4.60E+05
14452,2.41E+05
14453,4.69E+05
14454,3.32E+05
14455,5.33E+05
14456,1.08E+05
14457,3.75E+05
14458,2.97E+05
14459,9.77E+05
14460,2.58E+05
14461,2.79E+05
14462,3.56E+05
14463,1.96E+05
14464,2.20E+05
14465,7.08E+04
14466,2.81E+05
14467,3.73E+05
14468,2.64E+05
14469,3.16E+05
14470,2.39E+05
14471,4.71E+05
14472,2.80E+05
14473,1.39E+05
14474,5.23E+05
14475,2.90E+05
14476,1.76E+05
14477,3.38E+05
14478,2.56E+05
14479,1.47E+05
14480,1.72E+05
14481,3.95E+05
14482,3.64E+05
14483,4.31E+05
14484,1.87E+05
14485,2.62E+05
14486,2.54E+05
14487,2.17E+05
14488,3.91E+05
14489,1.45E+05
14490,1.09E+05
14491,2.65E+05
14492,4.96E+05
14493,3.14E+05
14494,2.45E+05
14495,3.40E+05
14496,2.20E+05
14497,2.54E+04
14498,2.47E+05
14499,4.35E+05
14500,3.82E+05
14501,4.21E+05
14502,3.39E+05
14503,8.14E+04
14504,1.10E+05
14505,5.19E+05
14506,1.09E+05
14507,1.55E+05
14508,2.24E+05
14509,3.65E+05
14510,3.11E+05
14511,2.06E+05
14512,2.61E+05
14513,1.24E+05
14514,4.99E+05
14515,1.27E+05
14516,1.69E+05
14517,2.38E+05
14518,3.99E+05
14519,3.72E+05
14520,2.69E+05
14521,1.53E+05
14522,3.24E+05
14523,2.18E+05
14524,5.06E+05
14525,3.81E+05
14526,3.04E+05
14527,2.06E+05
14528,3.23E+05
14529,1.02E+05
14530,1.52E+05
14531,1.08E+05
14532,2.93E+05
14533,1.25E+05
14534,7.90E+04
14535,9.34E+04
14536,6.38E+04
14537,-2.85E+04
14538,1.55E+05
14539,4.15E+05
14540,2.81E+05
14541,2.79E+04
14542,2.65E+05
14543,3.29E+05
14544,2.87E+05
14545,3.50E+05
14546,3.33E+05
14547,3.24E+05
14548,2.84E+05
14549,2.32E+05
14550,1.49E+05
14551,2.04E+05
14552,1.50E+05
14553,1.90E+05
14554,4.19E+05
14555,4.29E+05
14556,2.41E+05
14557,3.12E+05
14558,2.45E+05
14559,3.99E+05
14560,2.57E+05
14561,1.91E+05
14562,7.35E+04
14563,4.54E+05
14564,3.16E+05
14565,3.49E+05
14566,2.02E+05
14567,2.78E+05
14568,4.40E+05
14569,1.40E+05
14570,5.18E+05
14571,3.76E+05
14572,1.76E+05
14573,1.73E+05
14574,3.13E+05
14575,3.03E+05
14576,3.23E+05
14577,3.58E+05
14578,2.20E+05
14579,5.69E+05
14580,4.28E+05
14581,3.44E+05
14582,3.95E+05
14583,9.92E+04
14584,1.78E+05
14585,9.71E+04
14586,9.23E+04
14587,5.99E+04
14588,3.53E+05
14589,3.39E+05
14590,3.52E+05
14591,2.91E+05
14592,1.85E+05
14593,2.70E+05
14594,1.94E+05
14595,1.77E+05
14596,2.04E+05
14597,3.76E+05
14598,5.11E+05
14599,3.03E+05
14600,2.52E+05
14601,4.64E+05
14602,1.92E+05
14603,1.27E+05
14604,3.57E+05
14605,4.32E+05
14606,4.12E+05
14607,9.63E+04
14608,8.48E+04
14609,2.68E+05
14610,1.84E+05
14611,3.29E+05
14612,3.63E+05
14613,3.36E+05
14614,2.95E+05
14615,1.79E+05
14616,2.03E+05
14617,1.45E+05
14618,4.42E+05
14619,4.04E+05
14620,2.62E+05
14621,3.06E+05
14622,2.79E+05
14623,1.97E+05
14624,3.89E+05
14625,2.48E+05
14626,4.55E+05
14627,1.77E+05
14628,4.84E+05
14629,3.62E+05
14630,2.90E+05
14631,2.41E+05
14632,2.74E+05
14633,1.96E+05
14634,2.74E+05
14635,4.16E+05
14636,3.61E+04
14637,1.06E+05
14638,1.21E+05
14639,4.40E+05
14640,1.82E+05
14641,3.32E+05
14642,2.67E+05
14643,3.43E+05
14644,4.10E+05
14645,3.06E+05
14646,1.21E+05
14647,3.94E+05
14648,4.79E+04
14649,2.52E+05
14650,1.42E+05
14651,3.75E+05
14652,3.95E+05
14653,1.31E+05
14654,2.16E+05
14655,1.63E+05
14656,1.24E+05
14657,2.24E+05
14658,2.03E+05
14659,2.64E+05
14660,4.41E+05
14661,4.40E+05
14662,3.90E+05
14663,3.22E+05
14664,1.27E+05
14665,1.57E+05
14666,5.01E+05
14667,1.50E+05
14668,1.16E+05
14669,4.09E+05
14670,4.32E+05
14671,2.50E+05
14672,2.37E+05
14673,4.58E+05
14674,1.63E+05
14675,4.39E+05
14676,2.09E+05
14677,5.20E+05
14678,4.53E+04
14679,2.30E+05
14680,-3.18E+04
14681,5.76E+05
14682,2.33E+05
14683,3.04E+05
14684,3.75E+05
14685,1.33E+05
14686,4.79E+05
14687,3.65E+05
14688,5.61E+05
14689,1.56E+05
14690,2.79E+05
14691,2.88E+05
14692,3.16E+05
14693,9.77E+04
14694,3.87E+05
14695,3.09E+05
14696,4.25E+05
14697,2.85E+05
14698,1.48E+05
14699,2.25E+05
14700,1.95E+05
14701,3.99E+05
14702,1.58E+05
14703,2.20E+05
14704,5.01E+05
14705,3.31E+05
14706,9.60E+04
14707,2.96E+05
14708,2.73E+05
14709,7.42E+04
14710,6.25E+05
14711,9.80E+04
14712,1.96E+05
14713,2.93E+05
14714,4.54E+05
14715,3.81E+05
14716,3.14E+05
14717,1.67E+05
14718,3.02E+05
14719,2.81E+05
14720,1.08E+05
14721,1.60E+05
14722,3.27E+05
14723,1.97E+05
14724,1.27E+05
14725,1.68E+05
14726,2.86E+05
14727,2.88E+05
14728,8.31E+03
14729,3.56E+04
14730,-8.54E+03
14731,4.63E+05
14732,3.11E+05
14733,2.58E+05
14734,2.09E+05
14735,1.25E+05
14736,2.59E+04
14737,2.53E+05
14738,3.78E+05
14739,7.49E+04
14740,4.38E+05
14741,2.78E+05
14742,2.17E+05
14743,3.96E+05
14744,1.72E+05
14745,2.37E+05
14746,3.38E+05
14747,2.79E+05
14748,1.85E+05
14749,1.89E+05
14750,3.45E+05
14751,8.59E+04
14752,1.61E+05
14753,4.56E+05
14754,3.80E+05
14755,2.49E+05
14756,2.55E+05
14757,2.63E+05
14758,2.27E+05
14759,1.98E+05
14760,1.73E+05
14761,1.97E+05
14762,3.92E+05
14763,3.22E+05
14764,3.09E+05
14765,3.36E+05
14766,3.38E+05
14767,4.61E+05
14768,1.30E+05
14769,1.08E+05
14770,3.85E+05
14771,3.77E+05
14772,2.84E+05
14773,4.50E+05
14774,2.47E+05
14775,2.18E+05
14776,1.45E+05
14777,4.09E+05
14778,3.73E+05
14779,1.60E+05
14780,2.89E+05
14781,3.39E+05
14782,3.33E+05
14783,1.10E+05
14784,2.44E+05
14785,3.60E+05
14786,1.84E+05
14787,4.33E+05
14788,1.07E+05
14789,2.23E+05
14790,1.68E+05
14791,2.16E+05
14792,3.80E+05
14793,2.20E+05
14794,2.03E+05
14795,2.82E+05
14796,2.35E+05
14797,3.08E+05
14798,2.59E+05
14799,3.04E+05
14800,2.48E+05
14801,4.24E+05
14802,3.59E+05
14803,1.69E+05
14804,2.91E+05
14805,3.26E+05
14806,2.98E+05
14807,3.34E+05
14808,4.49E+05
14809,1.09E+05
14810,4.83E+05
14811,2.86E+05
14812,3.73E+05
14813,1.35E+05
14814,4.40E+05
14815,9.38E+04
14816,3.45E+05
14817,1.58E+05
14818,1.13E+05
14819,8.58E+04
14820,5.48E+05
14821,1.99E+05
14822,3.63E+05
14823,3.81E+05
14824,2.41E+05
14825,2.93E+05
14826,3.07E+05
14827,5.52E+04
14828,3.06E+05
14829,1.64E+05
14830,3.12E+05
14831,2.64E+05
14832,8.95E+04
14833,3.35E+05
14834,4.87E+04
14835,3.64E+05
14836,2.67E+05
14837,1.99E+05
14838,1.22E+05
14839,3.39E+05
14840,1.46E+04
14841,2.44E+05
14842,4.58E+05
14843,4.05E+05
14844,2.37E+05
14845,1.65E+05
14846,3.29E+05
14847,3.17E+05
14848,2.23E+05
14849,2.25E+05
14850,2.15E+05
14851,2.11E+05
14852,3.99E+05
14853,1.37E+05
14854,3.37E+05
14855,2.37E+05
14856,6.02E+05
14857,4.19E+05
14858,3.85E+05
14859,2.18E+05
14860,2.11E+05
14861,3.96E+05
14862,2.93E+05
14863,2.00E+05
14864,3.94E+05
14865,2.31E+05
14866,3.21E+05
14867,2.66E+05
14868,2.84E+05
14869,2.35E+05
14870,3.52E+05
14871,6.18E+04
14872,2.58E+05
14873,6.40E+04
14874,4.12E+05
14875,2.37E+05
14876,2.08E+05
14877,2.92E+05
14878,2.44E+05
14879,3.29E+05
14880,3.17E+05
14881,4.46E+05
14882,9.06E+04
14883,2.19E+05
14884,3.84E+05
14885,4.32E+05
14886,1.30E+05
14887,4.11E+05
14888,4.54E+05
14889,3.71E+05
14890,4.52E+05
14891,2.25E+05
14892,3.34E+05
14893,2.88E+05
14894,2.69E+05
14895,3.23E+05
14896,1.17E+05
14897,3.79E+05
14898,2.20E+05
14899,3.33E+05
14900,3.02E+05
14901,4.14E+05
14902,2.72E+05
14903,5.27E+05
14904,5.65E+04
14905,3.56E+05
14906,5.10E+05
14907,-5.81E+03
14908,-3.01E+03
14909,2.61E+05
14910,8.32E+04
14911,2.18E+05
14912,3.84E+05
14913,1.46E+05
14914,2.26E+05
14915,2.41E+05
14916,8.27E+04
14917,3.53E+05
14918,3.33E+05
14919,2.75E+05
14920,2.89E+05
14921,2.59E+05
14922,2.34E+05
14923,3.19E+05
14924,1.84E+05
14925,2.10E+05
14926,3.73E+05
14927,1.66E+05
14928,2.33E+05
14929,5.53E+05
14930,2.44E+05
14931,2.55E+05
14932,9.49E+04
14933,2.24E+05
14934,3.62E+05
14935,2.52E+05
14936,1.55E+05
14937,3.31E+05
14938,2.30E+05
14939,4.23E+05
14940,2.86E+05
14941,3.05E+05
14942,5.05E+05
14943,3.43E+05
14944,1.31E+05
14945,3.55E+05
14946,2.46E+05
14947,2.75E+05
14948,2.15E+05
14949,2.26E+05
14950,1.55E+05
14951,1.12E+04
14952,1.00E+05
14953,2.52E+05
14954,1.56E+05
14955,2.93E+05
14956,2.96E+05
14957,7.78E+04
14958,3.69E+05
14959,4.28E+05
14960,1.34E+05
14961,3.81E+05
14962,2.56E+05
14963,2.27E+05
14964,1.74E+05
14965,2.49E+05
14966,3.12E+05
14967,2.80E+05
14968,3.87E+05
14969,3.60E+05
14970,3.31E+05
14971,3.12E+05
14972,1.84E+05
14973,2.12E+05
14974,4.11E+05
14975,3.02E+05
14976,3.25E+05
14977,2.39E+05
14978,2.38E+05
14979,1.90E+05
14980,1.23E+05
14981,1.17E+05
14982,1.76E+05
14983,3.26E+05
14984,1.43E+05
14985,5.01E+05
14986,2.19E+05
14987,1.56E+05
14988,3.38E+05
14989,1.65E+05
14990,1.35E+05
14991,2.79E+05
14992,1.17E+05
14993,1.23E+05
14994,2.17E+05
14995,2.88E+05
14996,4.38E+05
14997,2.55E+05
14998,3.48E+05
14999,2.19E+05
15000,2.80E+05
15001,2.13E+05
15002,8.69E+04
15003,4.42E+04
15004,3.04E+05
15005,2.70E+05
15006,2.13E+05
15007,3.49E+05
15008,2.02E+05
15009,2.50E+05
15010,8.62E+04
15011,2.16E+05
15012,1.18E+05
15013,2.42E+05
15014,2.12E+05
15015,1.79E+05
15016,4.38E+05
15017,3.26E+05
15018,2.03E+05
15019,1.71E+05
15020,3.61E+05
15021,2.92E+05
15022,3.40E+05
15023,3.97E+05
15024,1.47E+05
15025,1.29E+05
15026,3.22E+05
15027,1.80E+05
15028,3.78E+05
15029,2.06E+05
15030,3.37E+05
15031,5.83E+05
15032,2.33E+05
15033,3.50E+05
15034,2.45E+05
15035,1.97E+05
15036,1.66E+05
15037,3.72E+05
15038,2.60E+05
15039,4.22E+05
15040,2.44E+05
15041,6.44E+04
15042,4.57E+05
15043,4.20E+05
15044,1.78E+05
15045,3.53E+05
15046,4.67E+05
15047,3.63E+05
15048,3.95E+05
15049,5.15E+05
15050,2.34E+05
15051,3.46E+05
15052,3.07E+05
15053,2.75E+05
15054,1.56E+05
15055,9.13E+04
15056,3.47E+05
15057,2.16E+05
15058,2.55E+05
15059,2.33E+05
15060,2.05E+05
15061,3.24E+05
15062,3.38E+05
15063,4.97E+05
15064,2.87E+05
15065,1.05E+05
15066,3.56E+05
15067,2.43E+05
15068,2.54E+05
15069,2.68E+05
15070,2.27E+05
15071,1.47E+05
15072,3.76E+05
15073,4.07E+05
15074,2.07E+05
15075,3.24E+05
15076,9.93E+04
15077,3.10E+05
15078,3.61E+05
15079,3.96E+05
15080,5.17E+05
15081,4.18E+05
15082,6.80E+05
15083,3.93E+05
15084,1.69E+05
15085,2.01E+05
15086,1.83E+05
15087,4.58E+05
15088,3.81E+05
15089,3.19E+05
15090,1.83E+05
15091,1.33E+05
15092,3.07E+05
15093,3.57E+05
15094,1.49E+05
15095,1.37E+05
15096,7.07E+04
15097,1.50E+05
15098,3.26E+05
15099,3.51E+05
15100,1.30E+05
15101,5.60E+05
15102,1.46E+05
15103,1.47E+05
15104,3.00E+05
15105,2.18E+05
15106,8.23E+04
15107,4.29E+04
15108,4.19E+05
15109,4.01E+05
15110,1.42E+05
15111,2.34E+05
15112,3.44E+05
15113,3.85E+05
15114,2.41E+05
15115,3.45E+05
15116,2.19E+05
15117,4.55E+05
15118,3.02E+05
15119,3.65E+05
15120,1.93E+05
15121,2.09E+05
15122,2.44E+05
15123,3.95E+05
15124,4.45E+05
15125,2.02E+05
15126,1.36E+05
15127,2.32E+05
15128,1.77E+05
15129,2.52E+05
15130,2.84E+05
15131,3.35E+05
15132,1.12E+05
15133,3.77E+05
15134,2.57E+05
15135,2.71E+05
15136,5.45E+04
15137,2.69E+05
15138,1.15E+05
15139,4.03E+05
15140,1.62E+05
15141,5.21E+05
15142,4.57E+05
15143,5.29E+05
15144,8.40E+04
15145,2.58E+05
15146,2.77E+05
15147,1.50E+05
15148,4.44E+05
15149,4.74E+05
15150,3.44E+05
15151,7.81E+04
15152,1.74E+05
15153,8.55E+04
15154,5.89E+05
15155,5.11E+05
15156,1.88E+05
15157,1.71E+05
15158,6.26E+04
15159,2.68E+05
15160,9.79E+04
15161,4.73E+05
15162,2.22E+05
15163,3.88E+05
15164,5.30E+05
15165,1.77E+05
15166,2.38E+05
15167,1.15E+05
15168,3.67E+05
15169,2.86E+05
15170,5.14E+05
15171,5.83E+05
15172,2.21E+05
15173,1.66E+05
15174,4.84E+03
15175,1.11E+05
15176,3.53E+05
15177,5.91E+05
15178,1.92E+05
15179,1.84E+05
15180,3.62E+05
15181,2.08E+05
15182,3.22E+05
15183,2.47E+05
15184,1.68E+05
15185,9.21E+04
15186,3.17E+05
15187,1.59E+05
15188,3.44E+05
15189,2.29E+05
15190,1.32E+05
15191,1.32E+05
15192,1.96E+05
15193,1.61E+05
15194,1.11E+05
15195,7.72E+04
15196,4.70E+05
15197,3.45E+05
15198,4.85E+05
15199,3.32E+05
15200,1.27E+05
15201,4.05E+05
15202,3.52E+05
15203,2.53E+05
15204,5.66E+05
15205,2.93E+05
15206,2.32E+05
15207,2.44E+05
15208,2.27E+05
15209,1.01E+05
15210,1.86E+05
15211,4.40E+05
15212,3.92E+05
15213,3.93E+05
15214,1.80E+05
15215,3.07E+05
15216,2.70E+05
15217,2.19E+05
15218,3.74E+05
15219,3.60E+05
15220,6.04E+04
15221,2.57E+05
15222,4.24E+05
15223,2.01E+05
15224,2.81E+05
15225,5.29E+05
15226,1.31E+05
15227,1.92E+05
15228,1.61E+05
15229,5.06E+05
15230,1.55E+05
15231,3.68E+05
15232,3.82E+05
15233,2.34E+05
15234,4.51E+05
15235,4.87E+04
15236,4.31E+05
15237,1.20E+05
15238,2.47E+05
15239,1.44E+05
15240,2.30E+05
15241,1.27E+05
15242,3.43E+05
15243,2.06E+05
15244,2.02E+05
15245,4.84E+05
15246,1.36E+05
15247,3.90E+05
15248,3.74E+05
15249,2.23E+05
15250,5.61E+04
15251,2.65E+05
15252,1.93E+05
15253,2.35E+05
15254,9.95E+04
15255,3.06E+05
15256,5.92E+05
15257,3.62E+05
15258,1.29E+05
15259,1.54E+05
15260,1.55E+05
15261,3.83E+05
15262,1.22E+05
15263,1.52E+05
15264,1.67E+05
15265,2.00E+05
15266,2.17E+05
15267,2.79E+05
15268,1.68E+05
15269,2.96E+05
15270,2.76E+05
15271,2.08E+05
15272,3.09E+05
15273,3.30E+05
15274,3.59E+05
15275,2.66E+05
15276,3.06E+05
15277,4.24E+05
15278,1.43E+05
15279,3.85E+05
15280,4.53E+05
15281,1.82E+05
15282,2.13E+05
15283,3.02E+05
15284,1.25E+05
15285,1.00E+05
15286,1.38E+05
15287,1.23E+05
15288,2.98E+05
15289,2.35E+05
15290,2.01E+05
15291,3.13E+05
15292,2.36E+05
15293,2.29E+05
15294,1.52E+05
15295,2.97E+05
15296,1.77E+05
15297,4.26E+05
15298,2.17E+05
15299,4.69E+05
15300,5.63E+04
15301,6.14E+05
15302,4.32E+05
15303,4.69E+05
15304,6.36E+04
15305,3.18E+05
15306,2.82E+05
15307,3.68E+05
15308,3.05E+05
15309,3.80E+04
15310,4.26E+05
15311,2.16E+05
15312,1.69E+05
15313,3.60E+05
15314,3.23E+05
15315,2.24E+05
15316,7.90E+04
15317,2.05E+05
15318,4.49E+05
15319,3.89E+05
15320,2.52E+05
15321,2.95E+05
15322,2.42E+05
15323,1.36E+05
15324,1.67E+05
15325,3.30E+05
15326,2.18E+05
15327,3.71E+05
15328,2.06E+05
15329,2.23E+05
15330,1.95E+05
15331,1.46E+05
15332,9.36E+04
15333,2.87E+05
15334,3.74E+05
15335,1.02E+05
15336,2.49E+05
15337,3.75E+05
15338,1.68E+05
15339,9.76E+04
15340,3.55E+05
15341,3.85E+05
15342,1.18E+05
15343,5.34E+04
15344,1.58E+05
15345,3.66E+05
15346,3.64E+05
15347,3.06E+05
15348,1.13E+05
15349,3.98E+05
15350,2.51E+05
15351,1.99E+05
15352,2.68E+05
15353,3.70E+05
15354,3.97E+05
15355,2.18E+05
15356,5.78E+05
15357,2.02E+05
15358,2.41E+05
15359,1.75E+05
15360,1.69E+05
15361,1.19E+05
15362,1.18E+05
15363,1.34E+05
15364,4.31E+05
15365,1.01E+05
15366,2.27E+05
15367,3.00E+05
15368,1.70E+05
15369,2.58E+05
15370,1.55E+05
15371,3.93E+05
15372,4.69E+05
15373,2.09E+05
15374,1.18E+05
15375,3.22E+05
15376,3.00E+05
15377,5.92E+05
15378,1.82E+05
15379,2.38E+05
15380,4.50E+05
15381,1.97E+05
15382,4.92E+05
15383,5.45E+05
15384,1.10E+05
15385,1.50E+05
15386,1.87E+05
15387,2.55E+05
15388,3.23E+05
15389,1.02E+05
15390,3.12E+05
15391,1.81E+05
15392,3.99E+05
15393,5.51E+05
15394,1.70E+05
15395,2.28E+05
15396,2.85E+05
15397,2.26E+05
15398,4.81E+05
15399,2.38E+05
15400,3.37E+05
15401,3.55E+05
15402,2.79E+05
15403,1.24E+05
15404,1.16E+05
15405,5.66E+05
15406,3.93E+05
15407,4.30E+05
15408,1.36E+05
15409,1.24E+05
15410,7.27E+04
15411,2.32E+05
15412,1.85E+05
15413,2.41E+05
15414,9.74E+04
15415,3.12E+05
15416,8.07E+04
15417,2.10E+05
15418,4.95E+05
15419,2.15E+05
15420,5.54E+05
15421,2.63E+05
15422,2.86E+05
15423,2.58E+05
15424,3.93E+05
15425,3.71E+05
15426,2.48E+05
15427,2.15E+05
15428,1.01E+05
15429,2.34E+05
15430,3.51E+05
15431,3.89E+05
15432,4.34E+05
15433,4.21E+05
15434,4.22E+05
15435,3.47E+05
15436,4.24E+05
15437,1.96E+05
15438,8.63E+04
15439,2.17E+05
15440,4.47E+05
15441,2.48E+05
15442,3.07E+05
15443,4.29E+05
15444,1.48E+05
15445,3.76E+05
15446,1.89E+05
15447,2.09E+05
15448,3.33E+05
15449,5.06E+05
15450,3.74E+05
15451,4.30E+05
15452,2.61E+05
15453,5.09E+05
15454,2.42E+05
15455,1.92E+05
15456,4.25E+05
15457,2.86E+05
15458,7.18E+04
15459,2.87E+05
15460,3.12E+05
15461,3.83E+05
15462,3.44E+05
15463,3.03E+05
15464,3.57E+05
15465,1.64E+05
15466,4.08E+05
15467,1.67E+05
15468,3.06E+05
15469,2.12E+05
15470,5.17E+04
15471,4.06E+05
15472,6.57E+04
15473,3.99E+05
15474,1.69E+05
15475,4.16E+05
15476,2.94E+05
15477,3.82E+05
15478,4.26E+05
15479,3.11E+05
15480,1.02E+05
15481,1.62E+05
15482,4.34E+05
15483,1.36E+05
15484,3.14E+05
15485,2.78E+05
15486,2.43E+05
15487,3.65E+05
15488,5.87E+05
15489,2.74E+05
15490,3.30E+05
15491,2.84E+05
15492,3.37E+05
15493,2.46E+05
15494,1.41E+05
15495,9.31E+04
15496,3.66E+05
15497,3.83E+05
15498,2.76E+05
15499,1.70E+05
15500,4.06E+05
15501,3.11E+05
15502,3.51E+05
15503,9.88E+04
15504,2.44E+05
15505,2.46E+05
15506,3.03E+05
15507,3.02E+05
15508,2.36E+05
15509,4.10E+05
15510,1.66E+05
15511,1.22E+05
15512,8.23E+04
15513,3.94E+05
15514,1.47E+05
15515,1.97E+05
15516,1.62E+05
15517,2.04E+05
15518,1.72E+05
15519,3.00E+05
15520,4.95E+05
15521,3.22E+05
15522,2.41E+05
15523,2.17E+05
15524,3.25E+05
15525,3.88E+05
15526,1.33E+05
15527,1.03E+05
15528,3.66E+05
15529,3.21E+05
15530,1.70E+05
15531,3.19E+05
15532,3.12E+05
15533,2.41E+05
15534,2.40E+05
15535,5.20E+05
15536,3.44E+05
15537,3.85E+05
15538,3.56E+05
15539,1.89E+05
15540,1.61E+05
15541,1.23E+05
15542,4.82E+05
15543,3.49E+05
15544,2.96E+05
15545,4.14E+05
15546,2.03E+05
15547,2.70E+05
15548,3.44E+05
15549,4.11E+05
15550,3.58E+05
15551,1.86E+05
15552,1.40E+05
15553,5.33E+05
15554,5.11E+05
15555,4.01E+05
15556,2.24E+05
15557,5.10E+05
15558,3.05E+05
15559,2.15E+05
15560,3.07E+05
15561,1.88E+05
15562,3.14E+05
15563,2.79E+05
15564,5.15E+04
15565,1.82E+05
15566,4.73E+05
15567,1.85E+05
15568,5.07E+05
15569,1.49E+05
15570,6.86E+04
